"FIPS Code","Geography","Year","Program Type","Population"
"36077","Otsego County","1992","Intercensal Population Estimate","61,195"
"36079","Putnam County","1992","Intercensal Population Estimate","86,828"
"36081","Queens County","1992","Intercensal Population Estimate","1,996,512"
"36083","Rensselaer County","1992","Intercensal Population Estimate","156,266"
"36085","Richmond County","1992","Intercensal Population Estimate","395,643"
"36087","Rockland County","1992","Intercensal Population Estimate","269,753"
"36089","St. Lawrence County","1992","Intercensal Population Estimate","114,054"
"36091","Saratoga County","1992","Intercensal Population Estimate","187,445"
"36093","Schenectady County","1992","Intercensal Population Estimate","151,002"
"36095","Schoharie County","1992","Intercensal Population Estimate","32,659"
"36097","Schuyler County","1992","Intercensal Population Estimate","18,907"
"36099","Seneca County","1992","Intercensal Population Estimate","33,518"
"36101","Steuben County","1992","Intercensal Population Estimate","100,232"
"36103","Suffolk County","1992","Intercensal Population Estimate","1,336,663"
"36105","Sullivan County","1992","Intercensal Population Estimate","71,416"
"36107","Tioga County","1992","Intercensal Population Estimate","53,111"
"36109","Tompkins County","1992","Intercensal Population Estimate","95,685"
"36111","Ulster County","1992","Intercensal Population Estimate","170,872"
"36113","Warren County","1992","Intercensal Population Estimate","60,808"
"36115","Washington County","1992","Intercensal Population Estimate","60,482"
"36117","Wayne County","1992","Intercensal Population Estimate","90,896"
"36119","Westchester County","1992","Intercensal Population Estimate","885,146"
"36121","Wyoming County","1992","Intercensal Population Estimate","43,397"
"36123","Yates County","1992","Intercensal Population Estimate","23,211"
"36000","New York State","1991","Intercensal Population Estimate","18,122,510"
"36001","Albany County","1991","Intercensal Population Estimate","295,530"
"36003","Allegany County","1991","Intercensal Population Estimate","50,935"
"36005","Bronx County","1991","Intercensal Population Estimate","1,214,835"
"36007","Broome County","1991","Intercensal Population Estimate","212,820"
"36009","Cattaraugus County","1991","Intercensal Population Estimate","84,961"
"36011","Cayuga County","1991","Intercensal Population Estimate","82,880"
"36013","Chautauqua County","1991","Intercensal Population Estimate","142,680"
"36015","Chemung County","1991","Intercensal Population Estimate","95,001"
"36017","Chenango County","1991","Intercensal Population Estimate","52,160"
"36019","Clinton County","1991","Intercensal Population Estimate","86,086"
"36021","Columbia County","1991","Intercensal Population Estimate","62,967"
"36023","Cortland County","1991","Intercensal Population Estimate","49,280"
"36025","Delaware County","1991","Intercensal Population Estimate","47,733"
"36027","Dutchess County","1991","Intercensal Population Estimate","261,952"
"36029","Erie County","1991","Intercensal Population Estimate","973,280"
"36031","Essex County","1991","Intercensal Population Estimate","37,593"
"36033","Franklin County","1991","Intercensal Population Estimate","47,886"
"36035","Fulton County","1991","Intercensal Population Estimate","54,744"
"36037","Genesee County","1991","Intercensal Population Estimate","60,529"
"36039","Greene County","1991","Intercensal Population Estimate","45,298"
"36041","Hamilton County","1991","Intercensal Population Estimate","5,362"
"36043","Herkimer County","1991","Intercensal Population Estimate","66,344"
"36045","Jefferson County","1991","Intercensal Population Estimate","112,911"
"36047","Kings County","1991","Intercensal Population Estimate","2,312,518"
"36049","Lewis County","1991","Intercensal Population Estimate","27,043"
"36051","Livingston County","1991","Intercensal Population Estimate","62,631"
"36053","Madison County","1991","Intercensal Population Estimate","70,021"
"36055","Monroe County","1991","Intercensal Population Estimate","721,362"
"36057","Montgomery County","1991","Intercensal Population Estimate","51,896"
"36059","Nassau County","1991","Intercensal Population Estimate","1,293,072"
"36061","New York County","1991","Intercensal Population Estimate","1,483,644"
"36063","Niagara County","1991","Intercensal Population Estimate","221,712"
"36065","Oneida County","1991","Intercensal Population Estimate","253,064"
"36067","Onondaga County","1991","Intercensal Population Estimate","472,463"
"36069","Ontario County","1991","Intercensal Population Estimate","96,514"
"36071","Orange County","1991","Intercensal Population Estimate","312,038"
"36073","Orleans County","1991","Intercensal Population Estimate","42,432"
"36075","Oswego County","1991","Intercensal Population Estimate","123,134"
"36077","Otsego County","1991","Intercensal Population Estimate","60,729"
"36079","Putnam County","1991","Intercensal Population Estimate","85,488"
"36081","Queens County","1991","Intercensal Population Estimate","1,975,556"
"36083","Rensselaer County","1991","Intercensal Population Estimate","155,039"
"36085","Richmond County","1991","Intercensal Population Estimate","387,948"
"36087","Rockland County","1991","Intercensal Population Estimate","267,800"
"36089","St. Lawrence County","1991","Intercensal Population Estimate","113,052"
"36091","Saratoga County","1991","Intercensal Population Estimate","184,633"
"36093","Schenectady County","1991","Intercensal Population Estimate","150,616"
"36095","Schoharie County","1991","Intercensal Population Estimate","32,454"
"36097","Schuyler County","1991","Intercensal Population Estimate","18,820"
"36099","Seneca County","1991","Intercensal Population Estimate","33,768"
"36101","Steuben County","1991","Intercensal Population Estimate","99,835"
"36103","Suffolk County","1991","Intercensal Population Estimate","1,326,777"
"36105","Sullivan County","1991","Intercensal Population Estimate","70,347"
"36107","Tioga County","1991","Intercensal Population Estimate","52,812"
"36109","Tompkins County","1991","Intercensal Population Estimate","95,283"
"36111","Ulster County","1991","Intercensal Population Estimate","168,869"
"36113","Warren County","1991","Intercensal Population Estimate","60,166"
"36115","Washington County","1991","Intercensal Population Estimate","60,120"
"36117","Wayne County","1991","Intercensal Population Estimate","90,222"
"36119","Westchester County","1991","Intercensal Population Estimate","878,615"
"36121","Wyoming County","1991","Intercensal Population Estimate","43,163"
"36123","Yates County","1991","Intercensal Population Estimate","23,087"
"36000","New York State","1990","Census Base Population","17,990,778"
"36001","Albany County","1990","Census Base Population","292,812"
"36003","Allegany County","1990","Census Base Population","50,470"
"36005","Bronx County","1990","Census Base Population","1,203,789"
"36007","Broome County","1990","Census Base Population","212,160"
"36009","Cattaraugus County","1990","Census Base Population","84,234"
"36011","Cayuga County","1990","Census Base Population","82,313"
"36013","Chautauqua County","1990","Census Base Population","141,895"
"36015","Chemung County","1990","Census Base Population","95,195"
"36017","Chenango County","1990","Census Base Population","51,768"
"36019","Clinton County","1990","Census Base Population","85,969"
"36021","Columbia County","1990","Census Base Population","62,982"
"36023","Cortland County","1990","Census Base Population","48,963"
"36025","Delaware County","1990","Census Base Population","47,352"
"36027","Dutchess County","1990","Census Base Population","259,462"
"36029","Erie County","1990","Census Base Population","968,584"
"36031","Essex County","1990","Census Base Population","37,152"
"36033","Franklin County","1990","Census Base Population","46,540"
"36035","Fulton County","1990","Census Base Population","54,191"
"36037","Genesee County","1990","Census Base Population","60,060"
"36039","Greene County","1990","Census Base Population","44,739"
"36041","Hamilton County","1990","Census Base Population","5,279"
"36043","Herkimer County","1990","Census Base Population","65,809"
"36045","Jefferson County","1990","Census Base Population","110,943"
"36047","Kings County","1990","Census Base Population","2,300,664"
"36049","Lewis County","1990","Census Base Population","26,796"
"36051","Livingston County","1990","Census Base Population","62,372"
"36053","Madison County","1990","Census Base Population","69,166"
"36055","Monroe County","1990","Census Base Population","713,968"
"36057","Montgomery County","1990","Census Base Population","51,981"
"36059","Nassau County","1990","Census Base Population","1,287,873"
"36061","New York County","1990","Census Base Population","1,487,536"
"36063","Niagara County","1990","Census Base Population","220,756"
"36065","Oneida County","1990","Census Base Population","250,836"
"36067","Onondaga County","1990","Census Base Population","468,973"
"36069","Ontario County","1990","Census Base Population","95,101"
"36071","Orange County","1990","Census Base Population","307,571"
"36073","Orleans County","1990","Census Base Population","41,846"
"36075","Oswego County","1990","Census Base Population","121,785"
"36077","Otsego County","1990","Census Base Population","60,390"
"36079","Putnam County","1990","Census Base Population","83,941"
"36081","Queens County","1990","Census Base Population","1,951,598"
"36083","Rensselaer County","1990","Census Base Population","154,429"
"36085","Richmond County","1990","Census Base Population","378,977"
"36087","Rockland County","1990","Census Base Population","265,475"
"36089","St. Lawrence County","1990","Census Base Population","111,974"
"36091","Saratoga County","1990","Census Base Population","181,276"
"36093","Schenectady County","1990","Census Base Population","149,285"
"36095","Schoharie County","1990","Census Base Population","31,840"
"36097","Schuyler County","1990","Census Base Population","18,662"
"36099","Seneca County","1990","Census Base Population","33,683"
"36101","Steuben County","1990","Census Base Population","99,088"
